Rank,Symbol,Momentum,Volatility,Score
1,JUBLFOOD,0.509828,0.025112,20.3022
2,FRETAIL,0.539118,0.028006,19.2502
3,VEDL,0.395122,0.020768,19.0253
4,BAJAJHLDNG,0.324389,0.017635,18.3942
5,BATAINDIA,0.31219,0.016983,18.3822
6,LTF,0.409983,0.023267,17.6205
7,JSWSTEEL,0.296484,0.017232,17.2055
8,TATASTEEL,0.266214,0.015611,17.0525
9,PCJEWELLER,0.427308,0.026047,16.4056
10,HINDPETRO,0.453913,0.029184,15.5537
11,BPCL,0.273502,0.017661,15.4858
12,BRITANNIA,0.169932,0.0111,15.309
13,BAJAJFINSV,0.278649,0.018948,14.7057
14,BHARATFIN,0.280366,0.019455,14.4113
15,INDUSINDBK,0.130212,0.009474,13.7442
16,BAJFINANCE,0.282143,0.021098,13.3727
17,YESBANK,0.22469,0.016862,13.325
18,IGL,0.224698,0.016883,13.309
19,HINDALCO,0.262526,0.019854,13.2228
20,HINDZINC,0.20348,0.015628,13.0206
