Rank,Symbol,Momentum,Volatility,Score
1,ACC,0.137234,0.013886,9.8832
2,SUNTECK,0.141618,0.021347,6.6341
3,M&M,0.124138,0.020901,5.9392
4,AMBUJACEM,0.115785,0.022184,5.2193
5,ULTRACEMCO,0.081212,0.016828,4.8259
6,BAJAJ-AUTO,0.089637,0.019793,4.5287
7,IGL,0.061728,0.014596,4.2291
8,HEROMOTOCO,0.076771,0.018336,4.1869
9,GRASIM,0.063534,0.016381,3.8786
10,RNAVAL,0.12973,0.033449,3.8784
11,OIL,0.048244,0.012885,3.7442
12,LICHSGFIN,0.041163,0.020063,2.0517
13,GMDCLTD,0.044001,0.0255,1.7255
14,BPCL,0.019975,0.017195,1.1617
15,IDEA,0.021631,0.021531,1.0046
16,CHAMBLFERT,0.028324,0.033188,0.8534
17,ASIANPAINT,0.010799,0.012902,0.837
18,EIHOTEL,0.021053,0.025415,0.8284
19,HINDUNILVR,0.011299,0.014424,0.7834
20,GUJENERGY,0.011976,0.021614,0.5541
