Rank,Symbol,Momentum,Volatility,Score
1,ZFCVINDIA,0.095741,0.009337,10.2537
2,OIL,0.248145,0.025431,9.7575
3,ITC,0.132979,0.013649,9.7431
4,PERSISTENT,0.197019,0.021827,9.0265
5,ZYDUSLIFE,0.142216,0.016857,8.4365
6,LINDEINDIA,0.156577,0.020117,7.7833
7,CGPOWER,0.159334,0.020962,7.6011
8,KPRMILL,0.134941,0.018397,7.3348
9,CRISIL,0.09439,0.013404,7.0419
10,SUPREMEIND,0.142709,0.020619,6.9213
11,ONGC,0.097792,0.014172,6.9003
12,PAYTM,0.233471,0.038083,6.1306
13,SIEMENS,0.08456,0.01527,5.5375
14,APLAPOLLO,0.120205,0.021803,5.5133
15,BAJAJ-AUTO,0.070995,0.013177,5.3877
16,CUMMINSIND,0.101906,0.018919,5.3864
17,POLYCAB,0.103332,0.019406,5.3249
18,SUNDRMFAST,0.080648,0.015607,5.1676
19,INDIAMART,0.085715,0.017037,5.031
20,ALKEM,0.052412,0.010422,5.0292
