Rank,Symbol,Momentum,Volatility,Score
1,JSWSTEEL,0.530734,0.018308,28.9888
2,TATACOMM,0.956385,0.035344,27.0592
3,JINDALSTEL,0.665603,0.025264,26.3464
4,DHANI,0.970522,0.036863,26.3277
5,TATACONSUM,0.461549,0.021085,21.8894
6,EDELWEISS,0.709932,0.033325,21.3032
7,BEL,0.583864,0.028489,20.4942
8,TATASTEEL,0.381447,0.018948,20.1316
9,HEXAWARE,0.27054,0.013461,20.0983
10,TVSMOTOR,0.354756,0.018306,19.3794
11,EMAMILTD,0.82487,0.042795,19.2749
12,MINDTREE,0.2786,0.014548,19.15
13,SUNDRMFAST,0.476708,0.02513,18.9693
14,ZFCVINDIA,0.021054,0.001122,18.7694
15,COFORGE,0.465637,0.025361,18.3606
16,TATAPOWER,0.490291,0.027364,17.9174
17,AUBANK,0.566296,0.031926,17.7379
18,SBICARD,0.367905,0.02149,17.1199
19,ATUL,0.274436,0.016098,17.0481
20,HAL,0.820768,0.048862,16.7976
