Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.285218,0.031503,9.0538
2,CHOLAFIN,0.195626,0.027107,7.2169
3,HINDALCO,0.129377,0.020803,6.2191
4,AAVAS,0.126855,0.028454,4.4583
5,JSWENERGY,0.100137,0.023076,4.3394
6,ONGC,0.088225,0.020665,4.2692
7,MARUTI,0.084858,0.020666,4.1062
8,NATIONALUM,0.117149,0.028651,4.0888
9,BANKBARODA,0.113573,0.029756,3.8168
10,BAJAJ-AUTO,0.055972,0.016697,3.3522
11,SUNPHARMA,0.05567,0.016619,3.3497
12,LINDEINDIA,0.079192,0.023919,3.3108
13,OIL,0.092385,0.030195,3.0596
14,EICHERMOT,0.049652,0.01806,2.7493
15,ADANIENSOL,0.052397,0.025142,2.084
16,FEDERALBNK,0.050952,0.024964,2.041
17,SRF,0.051964,0.026785,1.94
18,TITAN,0.035921,0.018552,1.9363
19,BANDHANBNK,0.047679,0.025208,1.8914
20,SCHAEFFLER,0.042388,0.025028,1.6936
