Rank,Symbol,Momentum,Volatility,Score
1,TATAELXSI,0.306326,0.025199,12.1564
2,CESC,0.174909,0.014596,11.9836
3,COROMANDEL,0.287354,0.024529,11.715
4,ADANIPOWER,0.384462,0.032822,11.7135
5,NATIONALUM,0.462598,0.040119,11.5307
6,ADANIENT,0.000946,8.6e-05,10.9927
7,VTL,0.112961,0.011724,9.6347
8,VAKRANGEE,0.166188,0.018098,9.1828
9,BEL,0.162968,0.017843,9.1336
10,SAIL,0.19358,0.021386,9.0515
11,SUZLON,0.202749,0.022747,8.9134
12,HCLTECH,0.121974,0.014519,8.401
13,RAJESHEXPO,0.104545,0.012882,8.1155
14,WIPRO,0.084277,0.010465,8.0533
15,TORNTPOWER,0.140428,0.01764,7.961
16,HONAUT,0.082401,0.010453,7.8827
17,HINDZINC,0.181582,0.023144,7.8457
18,GODREJIND,0.12324,0.01583,7.7853
19,BIOCON,0.133383,0.018167,7.3422
20,ONGC,0.096544,0.013232,7.2964
