Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.694215,0.033733,20.5798
2,KRBL,0.373859,0.020159,18.5452
3,UBL,0.40321,0.022059,18.2784
4,LTM,0.290393,0.016425,17.6795
5,SOLARINDS,0.234629,0.013658,17.179
6,BALKRISIND,0.306517,0.020323,15.0826
7,PAGEIND,0.26736,0.017951,14.8943
8,BRITANNIA,0.153949,0.01079,14.2671
9,TATACHEM,0.240647,0.017529,13.7284
10,SYMPHONY,0.255155,0.018943,13.4695
11,SHRIRAMFIN,0.299442,0.02249,13.3142
12,EMAMILTD,0.163093,0.012801,12.7409
13,LTTS,0.204109,0.016028,12.7344
14,NBCC,0.314349,0.024811,12.6695
15,GILLETTE,0.095389,0.007636,12.4921
16,TVSMOTOR,0.157529,0.012615,12.4878
17,IGL,0.250597,0.02027,12.3632
18,OIL,0.248816,0.02041,12.1907
19,SUNDARMFIN,0.18106,0.01508,12.0069
20,BAJAJ-AUTO,0.145141,0.012287,11.8129
