Rank,Symbol,Momentum,Volatility,Score
1,POWERINDIA,0.655354,0.031377,20.8864
2,ABB,0.408883,0.024333,16.8033
3,PREMIERENE,0.400161,0.027387,14.6113
4,GVT&D,0.441848,0.030547,14.4643
5,APARINDS,0.530926,0.040013,13.2689
6,ENRIN,0.302202,0.025135,12.0229
7,CUMMINSIND,0.248575,0.021666,11.4729
8,CGPOWER,0.312329,0.027546,11.3385
9,ADANIPOWER,0.296104,0.026231,11.2885
10,ADANIENSOL,0.327366,0.031976,10.2379
11,DMART,0.204605,0.020227,10.1155
12,ADANIGREEN,0.351643,0.035065,10.0283
13,LLOYDSME,0.333035,0.034787,9.5736
14,POWERGRID,0.172929,0.018345,9.4266
15,AUROPHARMA,0.183576,0.02054,8.9373
16,ANTHEM,0.182871,0.020732,8.8208
17,THERMAX,0.210402,0.024091,8.7336
18,BHARATFORG,0.234668,0.027269,8.6055
19,TATAPOWER,0.14323,0.017042,8.4045
20,LINDEINDIA,0.225122,0.02704,8.3257
