Rank,Symbol,Momentum,Volatility,Score
1,RAJESHEXPO,0.183485,0.00926,19.8137
2,PEL,0.460581,0.02433,18.9302
3,HDFCBANK,0.152619,0.009174,16.6367
4,EIHOTEL,0.283656,0.017844,15.8965
5,TVSMOTOR,0.223621,0.014353,15.5799
6,MOTHERSON,0.232709,0.015287,15.223
7,LICHSGFIN,0.215012,0.014183,15.1599
8,VAKRANGEE,0.128768,0.0085,15.1494
9,MOTILALOFS,0.404404,0.027961,14.4631
10,KOTAKBANK,0.154159,0.010716,14.3861
11,QUESS,0.248944,0.017324,14.3695
12,UPL,0.192992,0.01358,14.2112
13,KARURVYSYA,0.214727,0.015192,14.1346
14,VOLTAS,0.294973,0.021064,14.0034
15,PRESTIGE,0.397565,0.028446,13.9763
16,KAJARIACER,0.235289,0.017359,13.554
17,DLF,0.323329,0.025096,12.8837
18,APOLLOTYRE,0.247179,0.0195,12.6755
19,3MINDIA,0.270988,0.021394,12.6666
20,MRPL,0.321042,0.025577,12.5522
