Rank,Symbol,Momentum,Volatility,Score
1,HONAUT,0.432833,0.020612,20.999
2,ADANIENT,0.022644,0.001079,20.9902
3,ADANIENSOL,0.728032,0.035433,20.5465
4,IDFCFIRSTB,0.639519,0.031856,20.0752
5,BAJAJHLDNG,0.192424,0.009661,19.9183
6,TMPV,0.811206,0.04249,19.0916
7,SOLARINDS,0.256066,0.013414,19.0896
8,GRASIM,0.364921,0.019947,18.2949
9,ADANIPORTS,0.419687,0.023209,18.0833
10,MFSL,0.340719,0.0206,16.5398
11,ASTRAL,0.407655,0.025926,15.7237
12,CONCOR,0.390296,0.026303,14.8382
13,SBIN,0.45201,0.030895,14.6306
14,SUNDRMFAST,0.310037,0.021731,14.2671
15,MOTHERSON,0.422878,0.030203,14.0011
16,MPHASIS,0.325937,0.023578,13.8236
17,CUMMINSIND,0.375611,0.027389,13.7141
18,DALBHARAT,0.371414,0.027917,13.3041
19,SHRIRAMCIT,0.503466,0.038146,13.1984
20,GUJENERGY,0.407168,0.031313,13.0033
