Rank,Symbol,Momentum,Volatility,Score
1,BPCL,1.330986,0.071467,18.6238
2,HINDPETRO,1.919192,0.108834,17.6342
3,BFUTILITIE,0.700512,0.041401,16.9201
4,BANKBARODA,0.520895,0.03928,13.2612
5,AIAENG,0.290518,0.021993,13.2095
6,ORIENTBANK,0.420869,0.033798,12.4525
7,ONGC,0.322557,0.026434,12.2022
8,THERMAX,0.284261,0.023623,12.0333
9,ROLTA,0.347154,0.030648,11.3271
10,IDBI,0.3885,0.034809,11.161
11,INDIANB,0.551159,0.049639,11.1034
12,CONCOR,0.160531,0.014905,10.77
13,GAIL,0.29011,0.027004,10.7432
14,SIEMENS,0.404247,0.039329,10.2787
15,JINDALSAW,0.262791,0.025666,10.239
16,HTMEDIA,0.267003,0.026083,10.2368
17,BBTC,0.358696,0.035414,10.1286
18,HINDUNILVR,0.209993,0.020878,10.058
19,SBIN,0.409365,0.041629,9.8335
20,EIHOTEL,0.339332,0.035762,9.4886
