Rank,Symbol,Momentum,Volatility,Score
1,ZYDUSLIFE,0.370262,0.016766,22.0841
2,OIL,0.761335,0.034766,21.8991
3,SUNPHARMA,0.256316,0.013111,19.5501
4,TMPV,0.310941,0.016049,19.374
5,BOSCHLTD,0.289348,0.015121,19.1351
6,TATAMTRDVR,0.290425,0.015844,18.33
7,CUMMINSIND,0.384364,0.021155,18.1692
8,LUPIN,0.285112,0.016448,17.3343
9,HDFCAMC,0.26717,0.015531,17.2019
10,TATACONSUM,0.229809,0.014197,16.1868
11,BAJAJ-AUTO,0.266475,0.01725,15.4474
12,OFSS,0.748303,0.049072,15.2492
13,POLICYBZR,0.450584,0.029711,15.1656
14,ONGC,0.335427,0.02271,14.7698
15,DLF,0.289628,0.019655,14.7359
16,ABBOTINDIA,0.25591,0.017421,14.6893
17,TORNTPHARM,0.218683,0.014968,14.6097
18,INDHOTEL,0.271775,0.018988,14.3134
19,BPCL,0.362491,0.026475,13.6917
20,VOLTAS,0.278446,0.020942,13.2959
