Rank,Symbol,Momentum
1,OIL,0.248145
2,PAYTM,0.233471
3,PERSISTENT,0.197019
4,CGPOWER,0.159334
5,LINDEINDIA,0.156577
6,SUPREMEIND,0.142709
7,ZYDUSLIFE,0.142216
8,KPRMILL,0.134941
9,ITC,0.132979
10,APLAPOLLO,0.120205
11,POLYCAB,0.103332
12,CUMMINSIND,0.101906
13,ONGC,0.097792
14,ZFCVINDIA,0.095741
15,CRISIL,0.09439
16,M&MFIN,0.092708
17,INDIAMART,0.085715
18,SIEMENS,0.08456
19,MOTHERSON,0.082145
20,SUNDRMFAST,0.080648
