Rank,Symbol,Momentum
1,LICHSGFIN,0.206531
2,BAJAJFINSV,0.196765
3,OPTOCIRCUI,0.173679
4,AMTEKAUTO,0.168015
5,M&MFIN,0.166667
6,GODREJPROP,0.150503
7,SIEMENS,0.13434
8,MOTHERSON,0.131484
9,APOLLOTYRE,0.101043
10,SYNDIBANK,0.097064
11,YESBANK,0.088695
12,IOB,0.085609
13,INDUSINDBK,0.080107
14,FORTIS,0.078142
15,AMBUJACEM,0.074261
16,BAJAJ-AUTO,0.073235
17,SHRIRAMFIN,0.071473
18,KOTAKBANK,0.069853
19,MARICO,0.066831
20,NATIONALUM,0.062459
