Rank,Symbol,Momentum
1,ADANIGREEN,0.285218
2,CHOLAFIN,0.195626
3,HINDALCO,0.129377
4,AAVAS,0.126855
5,NATIONALUM,0.117149
6,BANKBARODA,0.113573
7,JSWENERGY,0.100137
8,OIL,0.092385
9,ONGC,0.088225
10,MARUTI,0.084858
11,LINDEINDIA,0.079192
12,BAJAJ-AUTO,0.055972
13,SUNPHARMA,0.05567
14,ADANIENSOL,0.052397
15,SRF,0.051964
16,FEDERALBNK,0.050952
17,EICHERMOT,0.049652
18,BANDHANBNK,0.047679
19,SCHAEFFLER,0.042388
20,TITAN,0.035921
