Rank,Symbol,Momentum
1,SUNPHARMA,0.138147
2,RANBAXY,0.096976
3,GLAXO,0.029497
4,HINDUNILVR,0.015257
5,HEROMOTOCO,0.008873
6,ASIANPAINT,0.001536
7,JSWDULUX,-0.005693
8,GODREJCP,-0.008397
9,JISLJALEQS,-0.020578
10,ADANIENT,-0.021639
11,JUBLPHARMA,-0.043606
12,CIPLA,-0.049688
13,AIAENG,-0.055971
14,STERLINBIO,-0.093759
15,BRITANNIA,-0.095364
16,CAIRN,-0.103083
17,MOTHERSON,-0.105615
18,GOLDTECH,-0.105779
19,ITC,-0.106085
20,PGHH,-0.108256
