Rank,Symbol,Momentum
1,ESSAROIL,4.138474
2,JINDALSTEL,2.012841
3,NLCINDIA,1.440302
4,GODREJIND,1.420642
5,MRF,1.001382
6,MRPL,0.958509
7,RNRL,0.952077
8,LITL,0.920637
9,INDUSINDBK,0.796386
10,DREDGECORP,0.748853
11,PUNJLLOYD,0.734974
12,JPASSOCIAT,0.715196
13,TORNTPOWER,0.704246
14,VIDEOIND,0.67201
15,JINDALSAW,0.671053
16,ENGINERSIN,0.629758
17,HMT,0.57406
18,LICHSGFIN,0.564526
19,NATIONALUM,0.553627
20,CHAMBLFERT,0.544809
