Rank,Symbol,Momentum
1,SRF,0.209953
2,UPL,0.174648
3,BAJFINANCE,0.169916
4,SBICARD,0.151285
5,BAJAJFINSV,0.118861
6,GLAXO,0.112999
7,MEDANTA,0.108564
8,SUNDARMFIN,0.104835
9,BAJAJHLDNG,0.096669
10,MARUTI,0.093226
11,KOTAKBANK,0.081633
12,TATACONSUM,0.079918
13,LLOYDSME,0.069825
14,CHOLAFIN,0.060773
15,INDUSINDBK,0.057873
16,MUTHOOTFIN,0.05698
17,GODREJIND,0.05575
18,SBILIFE,0.046613
19,BERGEPAINT,0.034211
20,SHREECEM,0.029511
