Rank,Symbol,Momentum
1,JUBLPHARMA,1.047667
2,EDELWEISS,0.484987
3,MRF,0.460617
4,BALKRISIND,0.453724
5,CENTURYTEX,0.431466
6,APOLLOTYRE,0.385948
7,INDIANB,0.364136
8,RELCAPITAL,0.357409
9,BIOCON,0.333571
10,SRF,0.333158
11,SUNTV,0.319446
12,DHFL,0.308739
13,IDFC,0.294798
14,IGL,0.278554
15,IPCALAB,0.274176
16,AIAENG,0.265159
17,MUTHOOTFIN,0.264455
18,EICHERMOT,0.259658
19,PCJEWELLER,0.247685
20,AJANTPHARM,0.244868
