Rank,Symbol,Momentum
1,OIL,0.761335
2,OFSS,0.748303
3,IRFC,0.562268
4,POLICYBZR,0.450584
5,RVNL,0.418401
6,HINDPETRO,0.410932
7,CUMMINSIND,0.384364
8,ZYDUSLIFE,0.370262
9,BPCL,0.362491
10,IOC,0.3462
11,NHPC,0.340183
12,ONGC,0.335427
13,PNB,0.321839
14,TRENT,0.320837
15,DELHIVERY,0.313099
16,TMPV,0.310941
17,TATAMTRDVR,0.290425
18,DLF,0.289628
19,BOSCHLTD,0.289348
20,LUPIN,0.285112
