Rank,Symbol,Momentum
1,BERGEPAINT,0.45453
2,HDFCAMC,0.449245
3,BPCL,0.374378
4,COLPAL,0.371006
5,INDIGO,0.340864
6,DMART,0.329276
7,BBTC,0.317335
8,ASIANPAINT,0.312715
9,BATAINDIA,0.308932
10,ISEC,0.299178
11,HONAUT,0.248053
12,WHIRLPOOL,0.24337
13,SIEMENS,0.240485
14,PIDILITIND,0.228823
15,AJANTPHARM,0.194114
16,ICICIPRULI,0.192408
17,BAJFINANCE,0.190616
18,HDFCLIFE,0.185706
19,GLAXO,0.181734
20,KANSAINER,0.179203
