Rank,Symbol,Momentum
1,UPL,0.353373
2,AJANTPHARM,0.296921
3,INDUSTOWER,0.25337
4,APLLTD,0.23143
5,DISHTV,0.231003
6,MARICO,0.204549
7,PAGEIND,0.202088
8,EICHERMOT,0.194439
9,ZYDUSLIFE,0.190187
10,VOLTAS,0.185508
11,BRITANNIA,0.183306
12,BPCL,0.168355
13,STAR,0.155653
14,AUROPHARMA,0.149141
15,JUBLFOOD,0.147016
16,BAJAJ-AUTO,0.143471
17,GODREJIND,0.138117
18,SYMPHONY,0.132729
19,FORTIS,0.132468
20,CENTURYTEX,0.124175
