date_time,open,high,low,close,volume
2010-06-18,2468.0,2468.0,2468.0,2468.0,0
2010-06-21,2499.69,2499.69,2499.69,2499.69,0
2010-06-22,2492.1,2492.1,2492.1,2492.1,0
2010-06-23,2502.1,2502.1,2502.1,2502.1,0
2010-06-24,2498.0,2498.0,2498.0,2498.0,0
2010-06-25,2489.5,2489.5,2489.5,2489.5,0
2010-06-28,2523.69,2523.69,2523.69,2523.69,0
2010-06-29,2501.3,2501.3,2501.3,2501.3,0
2010-06-30,2518.9,2518.9,2518.9,2518.9,0
2010-07-01,2503.1,2503.1,2503.1,2503.1,0
2010-07-02,2499.8,2499.8,2499.8,2499.8,0
2010-07-05,2501.4,2501.4,2501.4,2501.4,0
2010-07-06,2519.6,2519.6,2519.6,2519.6,0
2010-07-07,2509.69,2509.69,2509.69,2509.69,0
2010-07-08,2532.69,2532.69,2532.69,2532.69,0
2010-07-09,2552.8,2552.8,2552.8,2552.8,0
2010-07-12,2558.5,2558.5,2558.5,2558.5,0
2010-07-13,2571.1,2571.1,2571.1,2571.1,0
2010-07-14,2564.6,2564.6,2564.6,2564.6,0
2010-07-15,2561.3,2561.3,2561.3,2561.3,0
2010-07-16,2572.8,2572.8,2572.8,2572.8,0
2010-07-19,2574.6,2574.6,2574.6,2574.6,0
2010-07-20,2566.9,2566.9,2566.9,2566.9,0
2010-07-21,2580.69,2580.69,2580.69,2580.69,0
2010-07-22,2596.5,2596.5,2596.5,2596.5,0
2010-07-23,2592.5,2592.5,2592.5,2592.5,0
2010-07-26,2572.69,2572.69,2572.69,2572.69,0
2010-07-27,2580.0,2580.0,2580.0,2580.0,0
2010-07-28,2572.9,2572.9,2572.9,2572.9,0
2010-07-29,2572.8,2572.8,2572.8,2572.8,0
2010-07-30,2573.4,2573.4,2573.4,2573.4,0
2010-08-02,2599.4,2599.4,2599.4,2599.4,0
2010-08-03,2607.19,2607.19,2607.19,2607.19,0
2010-08-04,2614.3,2614.3,2614.3,2614.3,0
2010-08-05,2613.9,2613.9,2613.9,2613.9,0
2010-08-06,2615.3,2615.3,2615.3,2615.3,0
2010-08-09,2641.3,2641.3,2641.3,2641.3,0
2010-08-10,2628.3,2628.3,2628.3,2628.3,0
2010-08-11,2616.6,2616.6,2616.6,2616.6,0
2010-08-12,2622.1,2622.1,2622.1,2622.1,0
2010-08-13,2642.8,2642.8,2642.8,2642.8,0
2010-08-16,2635.3,2635.3,2635.3,2635.3,0
2010-08-17,2643.0,2643.0,2643.0,2643.0,0
2010-08-18,2666.4,2666.4,2666.4,2666.4,0
2010-08-19,2686.5,2686.5,2686.5,2686.5,0
2010-08-20,2686.0,2686.0,2686.0,2686.0,0
2010-08-23,2701.8,2701.8,2701.8,2701.8,0
2010-08-24,2682.4,2682.4,2682.4,2682.4,0
2010-08-25,2653.3,2653.3,2653.3,2653.3,0
2010-08-26,2656.1,2656.1,2656.1,2656.1,0
2010-08-27,2631.7,2631.7,2631.7,2631.7,0
2010-08-30,2634.4,2634.4,2634.4,2634.4,0
2010-08-31,2623.4,2623.4,2623.4,2623.4,0
2010-09-01,2662.0,2662.0,2662.0,2662.0,0
2010-09-02,2674.2,2674.2,2674.2,2674.2,0
2010-09-03,2690.0,2690.0,2690.0,2690.0,0
2010-09-06,2725.5,2725.5,2725.5,2725.5,0
2010-09-07,2732.9,2732.9,2732.9,2732.9,0
2010-09-08,2737.1,2737.1,2737.1,2737.1,0
2010-09-09,2750.9,2750.9,2750.9,2750.9,0
2010-09-13,2785.8,2785.8,2785.8,2785.8,0
2010-09-14,2788.2,2788.2,2788.2,2788.2,0
2010-09-15,2799.4,2799.4,2799.4,2799.4,0
2010-09-16,2775.6,2775.6,2775.6,2775.6,0
2010-09-17,2812.7,2812.7,2812.7,2812.7,0
2010-09-20,2838.3,2838.3,2838.3,2838.3,0
2010-09-21,2825.2,2825.2,2825.2,2825.2,0
2010-09-22,2814.7,2814.7,2814.7,2814.7,0
2010-09-23,2806.1,2806.1,2806.1,2806.1,0
2010-09-24,2830.8,2830.8,2830.8,2830.8,0
2010-09-27,2841.2,2841.2,2841.2,2841.2,0
2010-09-28,2844.3,2844.3,2844.3,2844.3,0
2010-09-29,2824.9,2824.9,2824.9,2824.9,0
2010-09-30,2820.1,2820.1,2820.1,2820.1,0
2010-10-01,2870.0,2870.0,2870.0,2870.0,0
2010-10-04,2886.2,2886.2,2886.2,2886.2,0
2010-10-05,2895.9,2895.9,2895.9,2895.9,0
2010-10-06,2923.3,2923.3,2923.3,2923.3,0
2010-10-07,2901.2,2901.2,2901.2,2901.2,0
2010-10-08,2889.0,2889.0,2889.0,2889.0,0
2010-10-11,2908.6,2908.6,2908.6,2908.6,0
2010-10-12,2888.9,2888.9,2888.9,2888.9,0
2010-10-13,2933.8,2933.8,2933.8,2933.8,0
2010-10-14,2917.3,2917.3,2917.3,2917.3,0
2010-10-15,2869.6,2869.6,2869.6,2869.6,0
2010-10-18,2867.2,2867.2,2867.2,2867.2,0
2010-10-19,2860.0,2860.0,2860.0,2860.0,0
2010-10-20,2849.1,2849.1,2849.1,2849.1,0
2010-10-21,2897.0,2897.0,2897.0,2897.0,0
2010-10-22,2893.4,2893.4,2893.4,2893.4,0
2010-10-25,2910.2,2910.2,2910.2,2910.2,0
2010-10-26,2901.1,2901.1,2901.1,2901.1,0
2010-10-27,2882.4,2882.4,2882.4,2882.4,0
2010-10-28,2862.0,2862.0,2862.0,2862.0,0
2010-10-29,2860.5,2860.5,2860.5,2860.5,0
2010-11-01,2910.0,2910.0,2910.0,2910.0,0
2010-11-02,2916.6,2916.6,2916.6,2916.6,0
2010-11-03,2933.6,2933.6,2933.6,2933.6,0
2010-11-04,2974.2,2974.2,2974.2,2974.2,0
2010-11-05,2989.9,2989.9,2989.9,2989.9,0
2010-11-08,2981.4,2981.4,2981.4,2981.4,0
2010-11-09,2994.1,2994.1,2994.1,2994.1,0
2010-11-10,2992.4,2992.4,2992.4,2992.4,0
2010-11-11,2954.1,2954.1,2954.1,2954.1,0
2010-11-12,2888.9,2888.9,2888.9,2888.9,0
2010-11-15,2903.6,2903.6,2903.6,2903.6,0
2010-11-16,2844.6,2844.6,2844.6,2844.6,0
2010-11-18,2841.3,2841.3,2841.3,2841.3,0
2010-11-19,2788.8,2788.8,2788.8,2788.8,0
2010-11-22,2834.2,2834.2,2834.2,2834.2,0
2010-11-23,2803.8,2803.8,2803.8,2803.8,0
2010-11-24,2765.0,2765.0,2765.0,2765.0,0
2010-11-25,2712.1,2712.1,2712.1,2712.1,0
2010-11-26,2666.2,2666.2,2666.2,2666.2,0
2010-11-29,2697.4,2697.4,2697.4,2697.4,0
2010-11-30,2727.1,2727.1,2727.1,2727.1,0
2010-12-01,2792.3,2792.3,2792.3,2792.3,0
2010-12-02,2814.8,2814.8,2814.8,2814.8,0
2010-12-03,2777.0,2777.0,2777.0,2777.0,0
2010-12-06,2769.2,2769.2,2769.2,2769.2,0
2010-12-07,2749.3,2749.3,2749.3,2749.3,0
2010-12-08,2705.9,2705.9,2705.9,2705.9,0
2010-12-09,2614.5,2614.5,2614.5,2614.5,0
2010-12-10,2659.3,2659.3,2659.3,2659.3,0
2010-12-13,2696.3,2696.3,2696.3,2696.3,0
2010-12-14,2724.1,2724.1,2724.1,2724.1,0
2010-12-15,2690.7,2690.7,2690.7,2690.7,0
2010-12-16,2702.3,2702.3,2702.3,2702.3,0
2010-12-20,2697.0,2697.0,2697.0,2697.0,0
2010-12-21,2720.2,2720.2,2720.2,2720.2,0
2010-12-22,2717.9,2717.9,2717.9,2717.9,0
2010-12-23,2712.3,2712.3,2712.3,2712.3,0
2010-12-24,2722.2,2722.2,2722.2,2722.2,0
2010-12-27,2713.9,2713.9,2713.9,2713.9,0
2010-12-28,2712.6,2712.6,2712.6,2712.6,0
2010-12-29,2734.5,2734.5,2734.5,2734.5,0
2010-12-30,2752.9,2752.9,2752.9,2752.9,0
2010-12-31,2778.5,2778.5,2778.5,2778.5,0
2011-01-03,2796.5,2796.5,2796.5,2796.5,0
2011-01-04,2789.9,2789.9,2789.9,2789.9,0
2011-01-05,2755.8,2755.8,2755.8,2755.8,0
2011-01-06,2729.4,2729.4,2729.4,2729.4,0
2011-01-07,2663.3,2663.3,2663.3,2663.3,0
2011-01-10,2599.0,2599.0,2599.0,2599.0,0
2011-01-11,2591.5,2591.5,2591.5,2591.5,0
2011-01-12,2639.3,2639.3,2639.3,2639.3,0
2011-01-13,2604.19,2604.19,2604.19,2604.19,0
2011-01-14,2565.6,2565.6,2565.6,2565.6,0
2011-01-17,2547.6,2547.6,2547.6,2547.6,0
2011-01-18,2567.5,2567.5,2567.5,2567.5,0
2011-01-19,2566.0,2566.0,2566.0,2566.0,0
2011-01-20,2574.19,2574.19,2574.19,2574.19,0
2011-01-21,2573.6,2573.6,2573.6,2573.6,0
2011-01-24,2595.19,2595.19,2595.19,2595.19,0
2011-01-25,2577.6,2577.6,2577.6,2577.6,0
2011-01-27,2529.1,2529.1,2529.1,2529.1,0
2011-01-28,2475.5,2475.5,2475.5,2475.5,0
2011-01-31,2476.5,2476.5,2476.5,2476.5,0
2011-02-01,2433.3,2433.3,2433.3,2433.3,0
2011-02-02,2437.5,2437.5,2437.5,2437.5,0
2011-02-03,2469.19,2469.19,2469.19,2469.19,0
2011-02-04,2425.69,2425.69,2425.69,2425.69,0
2011-02-07,2418.1,2418.1,2418.1,2418.1,0
2011-02-08,2370.19,2370.19,2370.19,2370.19,0
2011-02-09,2314.5,2314.5,2314.5,2314.5,0
2011-02-10,2311.9,2311.9,2311.9,2311.9,0
2011-02-11,2363.0,2363.0,2363.0,2363.0,0
2011-02-14,2434.5,2434.5,2434.5,2434.5,0
2011-02-15,2444.3,2444.3,2444.3,2444.3,0
2011-02-16,2449.8,2449.8,2449.8,2449.8,0
2011-02-17,2476.6,2476.6,2476.6,2476.6,0
2011-02-18,2430.5,2430.5,2430.5,2430.5,0
2011-02-21,2446.69,2446.69,2446.69,2446.69,0
2011-02-22,2423.4,2423.4,2423.4,2423.4,0
2011-02-23,2407.1,2407.1,2407.1,2407.1,0
2011-02-24,2330.4,2330.4,2330.4,2330.4,0
2011-02-25,2341.3,2341.3,2341.3,2341.3,0
2011-02-28,2350.9,2350.9,2350.9,2350.9,0
2011-03-01,2432.4,2432.4,2432.4,2432.4,0
2011-03-03,2441.5,2441.5,2441.5,2441.5,0
2011-03-04,2444.4,2444.4,2444.4,2444.4,0
2011-03-07,2411.5,2411.5,2411.5,2411.5,0
2011-03-08,2435.69,2435.69,2435.69,2435.69,0
2011-03-09,2446.3,2446.3,2446.3,2446.3,0
2011-03-10,2436.9,2436.9,2436.9,2436.9,0
2011-03-11,2414.3,2414.3,2414.3,2414.3,0
2011-03-14,2439.9,2439.9,2439.9,2439.9,0
2011-03-15,2405.1,2405.1,2405.1,2405.1,0
2011-03-16,2436.4,2436.4,2436.4,2436.4,0
2011-03-17,2421.3,2421.3,2421.3,2421.3,0
2011-03-18,2399.1,2399.1,2399.1,2399.1,0
2011-03-21,2393.5,2393.5,2393.5,2393.5,0
2011-03-22,2415.9,2415.9,2415.9,2415.9,0
2011-03-23,2441.19,2441.19,2441.19,2441.19,0
2011-03-24,2460.9,2460.9,2460.9,2460.9,0
2011-03-25,2498.9,2498.9,2498.9,2498.9,0
2011-03-28,2511.19,2511.19,2511.19,2511.19,0
2011-03-29,2524.1,2524.1,2524.1,2524.1,0
2011-03-30,2555.4,2555.4,2555.4,2555.4,0
2011-03-31,2566.5,2566.5,2566.5,2566.5,0
2011-04-01,2583.69,2583.69,2583.69,2583.69,0
2011-04-04,2620.3,2620.3,2620.3,2620.3,0
2011-04-05,2633.1,2633.1,2633.1,2633.1,0
2011-04-06,2634.6,2634.6,2634.6,2634.6,0
2011-04-07,2646.0,2646.0,2646.0,2646.0,0
2011-04-08,2617.9,2617.9,2617.9,2617.9,0
2011-04-11,2597.6,2597.6,2597.6,2597.6,0
2011-04-13,2641.0,2641.0,2641.0,2641.0,0
2011-04-15,2621.0,2621.0,2621.0,2621.0,0
2011-04-18,2582.69,2582.69,2582.69,2582.69,0
2011-04-19,2590.9,2590.9,2590.9,2590.9,0
2011-04-20,2629.1,2629.1,2629.1,2629.1,0
2011-04-21,2636.2,2636.2,2636.2,2636.2,0
2011-04-25,2636.5,2636.5,2636.5,2636.5,0
2011-04-26,2632.1,2632.1,2632.1,2632.1,0
2011-04-27,2625.9,2625.9,2625.9,2625.9,0
2011-04-28,2603.6,2603.6,2603.6,2603.6,0
2011-04-29,2579.69,2579.69,2579.69,2579.69,0
2011-05-02,2558.5,2558.5,2558.5,2558.5,0
2011-05-03,2503.1,2503.1,2503.1,2503.1,0
2011-05-04,2491.4,2491.4,2491.4,2491.4,0
2011-05-05,2461.69,2461.69,2461.69,2461.69,0
2011-05-06,2498.3,2498.3,2498.3,2498.3,0
2011-05-09,2498.3,2498.3,2498.3,2498.3,0
2011-05-10,2496.69,2496.69,2496.69,2496.69,0
2011-05-11,2510.5,2510.5,2510.5,2510.5,0
2011-05-12,2481.5,2481.5,2481.5,2481.5,0
2011-05-13,2507.1,2507.1,2507.1,2507.1,0
2011-05-16,2486.8,2486.8,2486.8,2486.8,0
2011-05-17,2465.19,2465.19,2465.19,2465.19,0
2011-05-18,2452.4,2452.4,2452.4,2452.4,0
2011-05-19,2445.6,2445.6,2445.6,2445.6,0
2011-05-20,2466.69,2466.69,2466.69,2466.69,0
2011-05-23,2425.8,2425.8,2425.8,2425.8,0
2011-05-24,2430.9,2430.9,2430.9,2430.9,0
2011-05-25,2415.4,2415.4,2415.4,2415.4,0
2011-05-26,2430.69,2430.69,2430.69,2430.69,0
2011-05-27,2466.3,2466.3,2466.3,2466.3,0
2011-05-30,2478.19,2478.19,2478.19,2478.19,0
2011-05-31,2518.19,2518.19,2518.19,2518.19,0
2011-06-01,2533.3,2533.3,2533.3,2533.3,0
2011-06-02,2514.5,2514.5,2514.5,2514.5,0
2011-06-03,2504.1,2504.1,2504.1,2504.1,0
2011-06-06,2506.3,2506.3,2506.3,2506.3,0
2011-06-07,2522.3,2522.3,2522.3,2522.3,0
2011-06-08,2515.69,2515.69,2515.69,2515.69,0
2011-06-09,2512.0,2512.0,2512.0,2512.0,0
2011-06-10,2499.0,2499.0,2499.0,2499.0,0
2011-06-13,2502.9,2502.9,2502.9,2502.9,0
2011-06-14,2513.3,2513.3,2513.3,2513.3,0
2011-06-15,2493.4,2493.4,2493.4,2493.4,0
2011-06-16,2473.69,2473.69,2473.69,2473.69,0
2011-06-17,2456.8,2456.8,2456.8,2456.8,0
2011-06-20,2396.6,2396.6,2396.6,2396.6,0
2011-06-21,2395.69,2395.69,2395.69,2395.69,0
2011-06-22,2385.9,2385.9,2385.9,2385.9,0
2011-06-23,2393.4,2393.4,2393.4,2393.4,0
2011-06-24,2454.5,2454.5,2454.5,2454.5,0
2011-06-27,2482.19,2482.19,2482.19,2482.19,0
2011-06-28,2494.8,2494.8,2494.8,2494.8,0
2011-06-29,2513.69,2513.69,2513.69,2513.69,0
2011-06-30,2525.9,2525.9,2525.9,2525.9,0
2011-07-01,2532.69,2532.69,2532.69,2532.69,0
2011-07-04,2550.5,2550.5,2550.5,2550.5,0
2011-07-05,2543.9,2543.9,2543.9,2543.9,0
2011-07-06,2543.8,2543.8,2543.8,2543.8,0
2011-07-07,2580.6,2580.6,2580.6,2580.6,0
2011-07-08,2555.9,2555.9,2555.9,2555.9,0
2011-07-11,2542.3,2542.3,2542.3,2542.3,0
2011-07-12,2508.1,2508.1,2508.1,2508.1,0
2011-07-13,2535.9,2535.9,2535.9,2535.9,0
2011-07-14,2546.3,2546.3,2546.3,2546.3,0
2011-07-15,2540.69,2540.69,2540.69,2540.69,0
2011-07-18,2541.19,2541.19,2541.19,2541.19,0
2011-07-19,2555.6,2555.6,2555.6,2555.6,0
2011-07-20,2530.0,2530.0,2530.0,2530.0,0
2011-07-21,2517.69,2517.69,2517.69,2517.69,0
2011-07-22,2555.3,2555.3,2555.3,2555.3,0
2011-07-25,2573.9,2573.9,2573.9,2573.9,0
2011-07-26,2536.19,2536.19,2536.19,2536.19,0
2011-07-27,2532.4,2532.4,2532.4,2532.4,0
2011-07-28,2506.3,2506.3,2506.3,2506.3,0
2011-07-29,2493.5,2493.5,2493.5,2493.5,0
2011-08-01,2499.4,2499.4,2499.4,2499.4,0
2011-08-02,2468.5,2468.5,2468.5,2468.5,0
2011-08-03,2453.6,2453.6,2453.6,2453.6,0
2011-08-04,2428.6,2428.6,2428.6,2428.6,0
2011-08-05,2382.1,2382.1,2382.1,2382.1,0
2011-08-08,2346.19,2346.19,2346.19,2346.19,0
2011-08-09,2318.9,2318.9,2318.9,2318.9,0
2011-08-10,2363.6,2363.6,2363.6,2363.6,0
2011-08-11,2356.3,2356.3,2356.3,2356.3,0
2011-08-12,2334.3,2334.3,2334.3,2334.3,0
2011-08-16,2305.5,2305.5,2305.5,2305.5,0
2011-08-17,2294.69,2294.69,2294.69,2294.69,0
2011-08-18,2246.8,2246.8,2246.8,2246.8,0
2011-08-19,2210.69,2210.69,2210.69,2210.69,0
2011-08-22,2235.69,2235.69,2235.69,2235.69,0
2011-08-23,2258.4,2258.4,2258.4,2258.4,0
2011-08-24,2237.3,2237.3,2237.3,2237.3,0
2011-08-25,2211.0,2211.0,2211.0,2211.0,0
2011-08-26,2165.4,2165.4,2165.4,2165.4,0
2011-08-29,2231.0,2231.0,2231.0,2231.0,0
2011-08-30,2267.0,2267.0,2267.0,2267.0,0
2011-09-02,2285.3,2285.3,2285.3,2285.3,0
2011-09-05,2286.5,2286.5,2286.5,2286.5,0
2011-09-06,2299.5,2299.5,2299.5,2299.5,0
2011-09-07,2331.1,2331.1,2331.1,2331.1,0
2011-09-08,2338.8,2338.8,2338.8,2338.8,0
2011-09-09,2306.6,2306.6,2306.6,2306.6,0
2011-09-12,2253.19,2253.19,2253.19,2253.19,0
