Rank,Symbol,Momentum,Volatility,Score
1,JSWDULUX,0.278783,0.012628,22.0759
2,GFLLIMITED,0.56506,0.025759,21.9368
3,RAJESHEXPO,0.222536,0.01024,21.7311
4,JETAIRWAYS,0.473522,0.023368,20.2641
5,BLUEDART,0.245497,0.014629,16.781
6,TORNTPHARM,0.260841,0.016357,15.9467
7,KARURVYSYA,0.225383,0.014172,15.9035
8,EDELWEISS,0.41245,0.027543,14.9745
9,INDIGO,0.282586,0.019327,14.6213
10,GUJENERGY,0.244939,0.017084,14.3375
11,DISHTV,0.246377,0.017317,14.2275
12,DHFL,0.247113,0.018255,13.5364
13,RELCAPITAL,0.300148,0.022366,13.42
14,RECLTD,0.291473,0.022151,13.1584
15,WHIRLPOOL,0.267455,0.020495,13.0497
16,IPCALAB,0.198789,0.015374,12.9298
17,COLPAL,0.127215,0.009895,12.8567
18,SANOFI,0.147229,0.011586,12.7078
19,RELIANCE,0.256687,0.02061,12.4543
20,MRF,0.219158,0.017786,12.3222
