Rank,Symbol,Momentum,Volatility,Score
1,SUPREMEIND,0.22144,0.017777,12.4566
2,GVT&D,0.297635,0.024999,11.9059
3,VGUARD,0.195759,0.017147,11.4165
4,COLPAL,0.187452,0.016711,11.2173
5,EIHOTEL,0.208714,0.022372,9.3291
6,VAKRANGEE,0.400407,0.043538,9.1967
7,IDFCFIRSTB,0.203081,0.02251,9.0218
8,CUB,0.142553,0.015982,8.9194
9,FEDERALBNK,0.187898,0.022253,8.4437
10,BAJAJFINSV,0.165885,0.020184,8.2186
11,HDFCBANK,0.084357,0.010422,8.0942
12,CENTRALBK,0.174267,0.02202,7.9142
13,BANKINDIA,0.247879,0.031603,7.8436
14,BANDHANBNK,0.235816,0.030325,7.7764
15,DMART,0.198631,0.025877,7.6761
16,INDHOTEL,0.132774,0.017839,7.443
17,SIEMENS,0.177862,0.024404,7.2881
18,DABUR,0.143592,0.020302,7.0727
19,GODREJCP,0.137636,0.01954,7.0438
20,BLUEDART,0.1151,0.016777,6.8604
