Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.122728,0.031503,3.8958
2,CHOLAFIN,0.082547,0.027107,3.0452
3,BANKBARODA,0.083558,0.029756,2.8081
4,LINDEINDIA,0.051883,0.023919,2.1691
5,HINDALCO,0.039562,0.020803,1.9017
6,JSWENERGY,0.029908,0.023076,1.2961
7,BIOCON,0.02549,0.022021,1.1575
8,BANDHANBNK,0.026441,0.025208,1.0489
9,SOLARINDS,0.021069,0.021847,0.9644
10,BAJAJ-AUTO,0.011279,0.016697,0.6755
11,VEDL,0.017333,0.026379,0.6571
12,ADANIENSOL,0.015065,0.025142,0.5992
13,AAVAS,0.010891,0.028454,0.3828
14,NATIONALUM,0.006739,0.028651,0.2352
15,MARUTI,0.004822,0.020666,0.2333
16,TATAELXSI,-0.006542,0.031259,-0.2093
17,OIL,-0.008386,0.030195,-0.2777
18,CHOLAHLDNG,-0.008865,0.016396,-0.5406
19,CIPLA,-0.011476,0.015042,-0.763
20,SUVENPHAR,-0.019966,0.025589,-0.7803
