Rank,Symbol,Momentum,Volatility,Score
1,LODHA,0.454177,0.025533,17.788
2,LTF,0.336842,0.01925,17.4983
3,PFC,0.330427,0.019034,17.3602
4,PATANJALI,0.251913,0.014622,17.2283
5,ICICIPRULI,0.295613,0.017933,16.4848
6,DIXON,0.348625,0.021888,15.928
7,BLUEDART,0.195493,0.012837,15.2294
8,RECLTD,0.276357,0.018807,14.6944
9,SHRIRAMFIN,0.347457,0.023817,14.5888
10,TITAN,0.133491,0.009322,14.3203
11,ENDURANCE,0.207113,0.015278,13.5561
12,TRENT,0.160468,0.012263,13.086
13,TATACOMM,0.258521,0.01995,12.9586
14,SUPREMEIND,0.188645,0.014608,12.9137
15,UNITDSPR,0.114126,0.008897,12.8275
16,SUNDRMFAST,0.152331,0.011911,12.7887
17,M&M,0.157165,0.012803,12.2756
18,BAJAJFINSV,0.15322,0.012594,12.1662
19,DRREDDY,0.163928,0.013916,11.7794
20,JSWSTEEL,0.130641,0.011184,11.6808
