Rank,Symbol,Momentum,Volatility,Score
1,QUESS,1.072814,0.034829,30.8028
2,IDBI,1.498715,0.050972,29.4026
3,FRETAIL,0.998593,0.043073,23.1838
4,GODREJIND,0.59316,0.030221,19.6273
5,DALBHARAT,0.449779,0.025743,17.4719
6,ADANIGREEN,0.525138,0.030677,17.1184
7,ATGL,0.540668,0.032016,16.8872
8,ADANIENSOL,0.440467,0.026221,16.7986
9,HAL,0.461314,0.030057,15.3481
10,TATAPOWER,0.497744,0.032868,15.1439
11,ABCAPITAL,0.531215,0.03582,14.8303
12,JINDALSTEL,0.622959,0.042588,14.6275
13,BANKINDIA,0.590764,0.041272,14.314
14,DHANI,0.539508,0.03784,14.2578
15,IOB,0.608392,0.042823,14.2071
16,BAYERCROP,0.379451,0.027238,13.9307
17,BALKRISIND,0.318888,0.023147,13.7767
18,BEL,0.409019,0.029979,13.6435
19,GODREJPROP,0.45261,0.033214,13.6272
20,JUBLPHARMA,0.493736,0.037851,13.0442
