Rank,Symbol,Momentum,Volatility,Score
1,RBLBANK,0.228069,0.014984,15.2204
2,VOLTAS,0.240296,0.015808,15.2004
3,EDELWEISS,0.549765,0.036283,15.1523
4,PNB,0.37509,0.025396,14.7697
5,FINCABLES,0.273811,0.018673,14.6633
6,GMRAIRPORT,0.356164,0.025183,14.1432
7,ACC,0.215036,0.015533,13.8436
8,UPL,0.173336,0.012674,13.6768
9,THOMASCOOK,0.214759,0.015803,13.5896
10,MGL,0.204945,0.015107,13.5661
11,CANBK,0.324091,0.023975,13.5178
12,UNIONBANK,0.377522,0.028734,13.1383
13,SHRIRAMCIT,0.197269,0.015081,13.0805
14,SBIN,0.195936,0.015098,12.9776
15,LICHSGFIN,0.204754,0.015801,12.9586
16,SHREECEM,0.196234,0.015716,12.4861
17,YESBANK,0.623488,0.050414,12.3673
18,RAMCOCEM,0.204715,0.017052,12.0053
19,DBL,0.582973,0.048851,11.9337
20,NTPC,0.232952,0.019669,11.8435
