Rank,Symbol,Momentum,Volatility,Score
1,WELSPUNIND,0.383117,0.028442,13.47
2,VEDL,0.362843,0.027159,13.3601
3,UNIONBANK,0.231499,0.017888,12.9418
4,GVPIL,0.166165,0.013407,12.3935
5,SINTEX,0.262729,0.021989,11.948
6,CONCOR,0.160844,0.013728,11.7166
7,ZYDUSLIFE,0.203412,0.0179,11.3637
8,THERMAX,0.227727,0.020276,11.2314
9,ALBK,0.235539,0.022585,10.4288
10,GUJENERGY,0.212435,0.020693,10.2659
11,PEL,0.235905,0.023291,10.1288
12,DIVISLAB,0.192337,0.019698,9.7643
13,HEROMOTOCO,0.181579,0.018619,9.7525
14,SUNPHARMA,0.154805,0.016062,9.6382
15,CUMMINSIND,0.155169,0.016156,9.6046
16,DRREDDY,0.143369,0.014999,9.5583
17,PNB,0.139842,0.015283,9.15
18,APOLLOTYRE,0.344589,0.037697,9.1411
19,INDIABULLS,0.315954,0.035249,8.9635
20,IDEA,0.216071,0.024131,8.954
