Rank,Symbol,Momentum,Volatility,Score
1,HDFCBANK,0.126273,0.009174,13.7647
2,PEL,0.316888,0.02433,13.0244
3,MINDTREE,0.19451,0.015309,12.7059
4,MOTHERSON,0.194207,0.015287,12.7044
5,MARUTI,0.147908,0.012583,11.7546
6,HEXAWARE,0.199667,0.017856,11.1821
7,LTM,0.116118,0.010616,10.9379
8,HINDUNILVR,0.126874,0.011644,10.8957
9,VOLTAS,0.219124,0.021064,10.4026
10,UPL,0.138043,0.01358,10.165
11,MOTILALOFS,0.280885,0.027961,10.0456
12,RAJESHEXPO,0.092936,0.00926,10.0357
13,HEROMOTOCO,0.121272,0.013123,9.241
14,KOTAKBANK,0.097396,0.010716,9.089
15,TVSMOTOR,0.125237,0.014353,8.7254
16,FEDERALBNK,0.216099,0.025006,8.642
17,DLF,0.212879,0.025096,8.4826
18,LICHSGFIN,0.119679,0.014183,8.4383
19,IBULHSGFIN,0.159443,0.019259,8.2789
20,INDIANB,0.238557,0.028985,8.2302
