Rank,Symbol,Momentum,Volatility,Score
1,GAIL,0.19934,0.016905,11.7917
2,CAIRN,0.190525,0.024585,7.7495
3,VEDL,0.227797,0.032257,7.0618
4,SYNGENE,0.158894,0.024175,6.5726
5,TATACOMM,0.175509,0.028347,6.1914
6,WELSPUNIND,0.182078,0.029519,6.1681
7,SBIN,0.125177,0.02087,5.9979
8,ONGC,0.101739,0.018679,5.4466
9,NMDC,0.149979,0.029656,5.0573
10,NATCOPHARM,0.092794,0.019571,4.7413
11,INDIANB,0.194378,0.042008,4.6271
12,POWERGRID,0.066609,0.014457,4.6074
13,VAKRANGEE,0.071894,0.016453,4.3695
14,PNB,0.132504,0.031647,4.1869
15,HINDALCO,0.118333,0.028609,4.1362
16,SOLARINDS,0.048721,0.012269,3.9711
17,BANKINDIA,0.118929,0.030302,3.9248
18,SAIL,0.106195,0.028129,3.7752
19,SCHAEFFLER,0.038963,0.011145,3.496
20,NATIONALUM,0.079121,0.024166,3.2741
