Rank,Symbol,Momentum,Volatility,Score
1,ZFCVINDIA,0.126374,0.009337,13.5344
2,PERSISTENT,0.249628,0.021827,11.4368
3,ITC,0.149798,0.013649,10.9754
4,OIL,0.239544,0.025431,9.4193
5,CGPOWER,0.181801,0.020962,8.6729
6,LTM,0.140392,0.017897,7.8443
7,OFSS,0.074763,0.009673,7.7286
8,CUMMINSIND,0.145091,0.018919,7.669
9,SUPREMEIND,0.15109,0.020619,7.3278
10,TMPV,0.136824,0.018804,7.2764
11,CHOLAFIN,0.140651,0.01936,7.2652
12,KPRMILL,0.13344,0.018397,7.2532
13,POLYCAB,0.138326,0.019406,7.1282
14,MPHASIS,0.110832,0.015985,6.9333
15,ALKEM,0.071934,0.010422,6.9024
16,SIEMENS,0.103533,0.01527,6.78
17,APLAPOLLO,0.14592,0.021803,6.6927
18,ABB,0.117659,0.017819,6.6028
19,TECHM,0.116196,0.018044,6.4396
20,SCHAEFFLER,0.08873,0.014846,5.9768
