Rank,Symbol,Momentum,Volatility,Score
1,AIAENG,0.278814,0.021993,12.6773
2,BBTC,0.373404,0.035414,10.544
3,MOTHERSON,0.2139,0.022506,9.5043
4,JMFINANCIL,0.361438,0.03882,9.3107
5,JINDALSAW,0.238312,0.025666,9.2852
6,ZYDUSLIFE,0.171862,0.019261,8.9227
7,APOLLOTYRE,0.21718,0.026766,8.114
8,EIHOTEL,0.28801,0.035762,8.0535
9,AUROPHARMA,0.147117,0.019957,7.3716
10,SHRIRAMFIN,0.142568,0.019768,7.2121
11,GUJENERGY,0.163043,0.023859,6.8337
12,HCLTECH,0.236053,0.034548,6.8326
13,HCLTECH,0.236053,0.034548,6.8326
14,KPIL,0.097007,0.014316,6.7763
15,PGHH,0.093721,0.014621,6.41
16,FSL,0.299712,0.049541,6.0497
17,GAIL,0.163036,0.027004,6.0375
18,INDIANB,0.292511,0.049639,5.8928
19,BANKBARODA,0.230754,0.03928,5.8746
20,GLAXO,0.068515,0.0121,5.6621
