Rank,Symbol,Momentum,Volatility,Score
1,POWERINDIA,0.482899,0.031377,15.3902
2,NATIONALUM,0.396377,0.035288,11.2325
3,NTPC,0.173927,0.015691,11.0848
4,ABB,0.268265,0.024333,11.0245
5,ONGC,0.234547,0.021564,10.8765
6,SAIL,0.238908,0.026403,9.0485
7,ICICIAMC,0.231197,0.026192,8.827
8,PFC,0.215016,0.024712,8.7007
9,LINDEINDIA,0.231528,0.02704,8.5626
10,TATASTEEL,0.206562,0.025213,8.1927
11,VEDL,0.232231,0.028732,8.0826
12,DMART,0.161939,0.020227,8.0061
13,JINDALSTEL,0.200801,0.025087,8.0043
14,LUPIN,0.089274,0.011272,7.9202
15,UNIONBANK,0.22506,0.028693,7.8436
16,ADANIPOWER,0.203758,0.026231,7.768
17,GVT&D,0.236462,0.030547,7.7408
18,INDIANB,0.21185,0.02826,7.4964
19,THERMAX,0.178131,0.024091,7.394
20,MAHABANK,0.223018,0.030529,7.3051
