Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,1.049087,0.026074,40.2355
2,ATGL,0.907874,0.025351,35.8126
3,ADANIPORTS,0.604222,0.019789,30.5334
4,ZYDUSLIFE,0.465085,0.016766,27.7399
5,BAJAJ-AUTO,0.45408,0.01725,26.3228
6,TMPV,0.405647,0.016049,25.275
7,BOSCHLTD,0.371668,0.015121,24.5791
8,BPCL,0.650426,0.026475,24.5673
9,SUNPHARMA,0.31747,0.013111,24.2145
10,LICI,0.638249,0.027221,23.4468
11,TATAMTRDVR,0.365709,0.015844,23.0815
12,OIL,0.799048,0.034766,22.9839
13,HAL,0.451176,0.019695,22.9078
14,CUMMINSIND,0.483672,0.021155,22.8635
15,BEL,0.407598,0.018204,22.3908
16,PNB,0.550064,0.025245,21.7891
17,LICHSGFIN,0.369862,0.017129,21.5925
18,DLF,0.424384,0.019655,21.5921
19,HINDPETRO,0.7623,0.03534,21.5707
20,LUPIN,0.351124,0.016448,21.3477
