Rank,Symbol,Momentum,Volatility,Score
1,BRITANNIA,0.249469,0.01079,23.1194
2,ADANIENSOL,0.711049,0.033733,21.0788
3,FINCABLES,0.32405,0.016141,20.0757
4,KRBL,0.375319,0.020159,18.6176
5,BATAINDIA,0.347978,0.019044,18.2727
6,TORNTPOWER,0.401594,0.022136,18.1422
7,PAGEIND,0.312894,0.017951,17.4309
8,TATACONSUM,0.399403,0.023185,17.2266
9,VAKRANGEE,0.384951,0.022885,16.821
10,IGL,0.333333,0.02027,16.445
11,GILLETTE,0.124248,0.007636,16.2716
12,SOLARINDS,0.220272,0.013658,16.1278
13,UBL,0.353986,0.022059,16.0469
14,LTM,0.255758,0.016425,15.5709
15,GODREJPROP,0.347151,0.022354,15.5297
16,PCJEWELLER,0.428401,0.028946,14.8
17,PGHH,0.074955,0.005317,14.096
18,EMAMILTD,0.179151,0.012801,13.9953
19,TECHM,0.217791,0.015601,13.9605
20,TATASTEEL,0.207285,0.014874,13.9362
