Rank,Symbol,Momentum,Volatility,Score
1,ENGINERSIN,0.621131,0.023797,26.1016
2,CUMMINSIND,0.316008,0.016156,19.5603
3,CHENNPETRO,0.35619,0.018468,19.2868
4,ULTRACEMCO,0.302537,0.015758,19.1984
5,FORTIS,0.421298,0.022609,18.6341
6,ZYDUSLIFE,0.331931,0.0179,18.5435
7,STLTECH,0.379068,0.021076,17.9854
8,SIEMENS,0.342282,0.019582,17.479
9,APOLLOTYRE,0.64862,0.037697,17.2063
10,ADANIPORTS,0.3618,0.022138,16.3432
11,COROMANDEL,0.337706,0.02098,16.0967
12,BANKBARODA,0.320044,0.020126,15.9024
13,CASTROLIND,0.296048,0.018826,15.7254
14,NFL,0.653367,0.041962,15.5706
15,SHREECEM,0.26848,0.017313,15.5074
16,TITAN,0.369076,0.024257,15.2153
17,GTLINFRA,0.246459,0.016336,15.0871
18,ALBK,0.334967,0.022585,14.8312
19,IGL,0.235925,0.016047,14.7019
20,GRASIM,0.192359,0.01388,13.8583
