Rank,Symbol,Momentum,Volatility,Score
1,ESCORTS,0.101823,0.007483,13.6076
2,ADANIGREEN,0.40735,0.031503,12.9307
3,HINDALCO,0.161692,0.020803,7.7724
4,SCHAEFFLER,0.117311,0.025028,4.6871
5,NATIONALUM,0.122745,0.028651,4.2842
6,LINDEINDIA,0.077526,0.023919,3.2412
7,BAJAJHLDNG,0.042236,0.019228,2.1965
8,ADANIENSOL,0.042281,0.025142,1.6817
9,NAVINFLUOR,0.043773,0.026581,1.6468
10,SUNPHARMA,0.024798,0.016619,1.4921
11,SRF,0.037169,0.026785,1.3877
12,AAVAS,0.037294,0.028454,1.3107
13,BANKBARODA,0.03876,0.029756,1.3026
14,RAJESHEXPO,0.050812,0.039669,1.2809
15,POWERGRID,0.018657,0.016365,1.14
16,MARUTI,0.01985,0.020666,0.9605
17,LAURUSLABS,0.019023,0.023483,0.8101
18,VEDL,0.016994,0.026379,0.6442
19,BIOCON,0.012996,0.022021,0.5901
20,AXISBANK,0.005715,0.020045,0.2851
