Rank,Symbol,Momentum,Volatility,Score
1,ATGL,1.793225,0.046973,38.1753
2,JSWENERGY,1.066622,0.032401,32.9199
3,LAURUSLABS,0.713775,0.022789,31.3212
4,MINDTREE,0.511259,0.018024,28.3651
5,JSWSTEEL,0.789928,0.02907,27.1736
6,ISEC,0.613622,0.023842,25.7368
7,ADANIENSOL,0.908054,0.036638,24.7844
8,BALKRISIND,0.435228,0.01902,22.8826
9,TATASTEEL,0.607749,0.0269,22.5929
10,PERSISTENT,0.506801,0.02249,22.5344
11,ZYDUSLIFE,0.484034,0.023439,20.6512
12,DIVISLAB,0.245988,0.012238,20.1002
13,ATUL,0.356774,0.017847,19.9906
14,AARTIIND,0.439231,0.023314,18.8395
15,SAIL,0.751276,0.040665,18.4746
16,UPL,0.42533,0.023038,18.462
17,TATAELXSI,0.448315,0.02444,18.3437
18,POLYCAB,0.381018,0.020777,18.3381
19,WIPRO,0.346125,0.01998,17.3237
20,COFORGE,0.575294,0.035156,16.3642
