Rank,Symbol,Momentum,Volatility,Score
1,M&M,0.46852,0.020036,23.3834
2,TVSMOTOR,0.37496,0.018314,20.4736
3,AMBUJACEM,0.218281,0.012308,17.7348
4,ENDURANCE,0.366293,0.021419,17.1013
5,VBL,0.335215,0.02094,16.0086
6,AIAENG,0.436222,0.027587,15.8123
7,HEROMOTOCO,0.262562,0.020093,13.067
8,HINDUNILVR,0.235478,0.018256,12.8986
9,BRITANNIA,0.205501,0.017069,12.0391
10,ITC,0.183788,0.015405,11.93
11,M&MFIN,0.271176,0.024076,11.2633
12,ASHOKLEY,0.262609,0.023562,11.1452
13,COROMANDEL,0.246407,0.023194,10.6237
14,SCHAEFFLER,0.237121,0.022716,10.4386
15,EICHERMOT,0.225332,0.022142,10.1767
16,ABB,0.253108,0.025677,9.8572
17,HAL,0.24313,0.025027,9.7148
18,MRF,0.168561,0.017901,9.4165
19,BLUEDART,0.195016,0.020998,9.2873
20,PAYTM,0.310918,0.034652,8.9725
