Rank,Symbol,Momentum,Volatility,Score
1,RAJESHEXPO,0.253811,0.008448,30.043
2,HDFCBANK,0.189941,0.008288,22.9175
3,KARURVYSYA,0.459835,0.020354,22.5914
4,INDIGO,0.41728,0.01863,22.3983
5,VAKRANGEE,0.360648,0.016427,21.9541
6,MOTILALOFS,0.63796,0.031705,20.1218
7,PNBHOUSING,0.475514,0.023818,19.9644
8,PEL,0.510106,0.026,19.6195
9,MRF,0.319944,0.016551,19.3309
10,LICHSGFIN,0.298862,0.015469,19.3197
11,IIFL,0.452914,0.025437,17.8057
12,QUESS,0.318456,0.018229,17.4693
13,KOTAKBANK,0.178257,0.010242,17.4052
14,TVSMOTOR,0.227626,0.013104,17.3701
15,PRESTIGE,0.461105,0.026591,17.3406
16,MOTHERSON,0.273767,0.016186,16.9142
17,ENDURANCE,0.257556,0.015696,16.4086
18,MUTHOOTFIN,0.311483,0.019063,16.3396
19,APOLLOTYRE,0.327512,0.020416,16.042
20,SOLARINDS,0.126524,0.00798,15.8549
