Rank,Symbol,Momentum,Volatility,Score
1,RCOM,0.898734,0.045669,19.6793
2,ASHOKLEY,0.313525,0.018857,16.6268
3,JUBLFOOD,0.369666,0.023108,15.9977
4,TECHM,0.278682,0.019445,14.3316
5,MINDTREE,0.430059,0.031471,13.6652
6,VBL,0.266798,0.021112,12.6376
7,LTM,0.361118,0.031989,11.2889
8,JINDALSTEL,0.36405,0.03335,10.916
9,HEXAWARE,0.293539,0.027196,10.7933
10,TV18BRDCST,0.305116,0.028721,10.6235
11,DMART,0.20993,0.020863,10.0625
12,INDIGO,0.171538,0.018027,9.5157
13,THOMASCOOK,0.194126,0.020424,9.5046
14,IPCALAB,0.176871,0.018713,9.4517
15,3MINDIA,0.245679,0.026554,9.2522
16,MPHASIS,0.200028,0.022423,8.9206
17,GODREJCP,0.129354,0.015307,8.4508
18,INFY,0.111692,0.01323,8.4422
19,TITAN,0.133577,0.016153,8.2694
20,JSWSTEEL,0.181945,0.022017,8.2638
