Rank,Symbol,Momentum,Volatility,Score
1,FRETAIL,0.834763,0.028006,29.8067
2,LTF,0.591298,0.023267,25.4131
3,VAKRANGEE,0.395263,0.01647,23.9992
4,PCJEWELLER,0.60517,0.026047,23.2342
5,TATASTEEL,0.345368,0.015611,22.1229
6,AUROPHARMA,0.416135,0.020161,20.6402
7,BAJAJHLDNG,0.36127,0.017635,20.4855
8,BAJFINANCE,0.424603,0.021098,20.1249
9,IGL,0.339766,0.016883,20.1246
10,VEDL,0.406096,0.020768,19.5537
11,TITAN,0.377129,0.019295,19.5453
12,HONAUT,0.223805,0.0116,19.2943
13,HINDZINC,0.299317,0.015628,19.1532
14,JSWSTEEL,0.328753,0.017232,19.0782
15,BRITANNIA,0.211155,0.0111,19.0227
16,M&MFIN,0.448225,0.023882,18.7682
17,BAJAJFINSV,0.349954,0.018948,18.4688
18,RELIANCE,0.253383,0.014077,17.9997
19,BATAINDIA,0.302484,0.016983,17.8108
20,EDELWEISS,0.391927,0.023468,16.7004
