Rank,Symbol,Momentum,Volatility,Score
1,MPHASIS,2.122048,0.034504,61.5006
2,ABAN,0.822989,0.030849,26.6781
3,VEDL,0.677596,0.041071,16.498
4,JSWSTEEL,0.431612,0.0305,14.1512
5,GMDCLTD,0.376143,0.027666,13.5961
6,NDTV,0.3925,0.029491,13.309
7,JINDALSAW,0.292407,0.022388,13.0606
8,PUNJABTRAC,0.369241,0.031892,11.5778
9,NTPC,0.202612,0.018164,11.1545
10,ZEEL,0.293112,0.027169,10.7884
11,BIOCON,0.328118,0.030787,10.6578
12,CENTBOP,0.258621,0.025868,9.9976
13,KTKBANK,0.183578,0.019209,9.5571
14,APOLLOHOSP,0.170225,0.018291,9.3067
15,BHARTIARTL,0.234562,0.025649,9.1451
16,SAIL,0.326434,0.03737,8.7352
17,KOTAKBANK,0.240687,0.02771,8.6859
18,GSPL,0.242038,0.028778,8.4104
19,ROLTA,0.350417,0.044957,7.7945
20,JUBLPHARMA,0.129625,0.016642,7.789
