Rank,Symbol,Momentum,Volatility,Score
1,INFY,0.259335,0.009018,28.7571
2,TCS,0.215719,0.01012,21.3166
3,HCLTECH,0.259685,0.016302,15.9296
4,WOCKPHARMA,0.298887,0.020221,14.7813
5,CONCOR,0.147218,0.01209,12.1769
6,BLUEDART,0.172848,0.016687,10.3581
7,ASIANPAINT,0.12697,0.01298,9.7823
8,BERGEPAINT,0.239048,0.025341,9.4332
9,ITC,0.083407,0.009198,9.0675
10,SUNPHARMA,0.107379,0.011927,9.0031
11,GSKCONS,0.102778,0.011577,8.8781
12,PEL,0.125301,0.015271,8.2053
13,TECHM,0.127264,0.016162,7.8743
14,PIDILITIND,0.156833,0.020293,7.7285
15,KANSAINER,0.097423,0.013366,7.2886
16,DABUR,0.101748,0.014347,7.0919
17,SANOFI,0.094082,0.016332,5.7606
18,IGL,0.098232,0.0176,5.5813
19,ONGC,0.103824,0.019718,5.2656
20,WIPRO,0.083599,0.016298,5.1294
