Rank,Symbol,Momentum,Volatility,Score
1,GOLDTECH,2.390698,0.036399,65.681
2,PANACEABIO,1.816729,0.029142,62.341
3,BAJAJHIND,3.784615,0.062563,60.4926
4,BAJAJFINSV,1.756893,0.032946,53.3268
5,AUROPHARMA,1.878064,0.039185,47.9281
6,WELSPUNIND,1.580925,0.034761,45.4793
7,BBTC,1.600652,0.035285,45.3637
8,JAICORPLTD,2.556733,0.057466,44.4916
9,KPIL,1.893528,0.046106,41.0691
10,LICHSGFIN,1.850598,0.04629,39.9788
11,VOLTAS,2.3206,0.060999,38.0435
12,BFUTILITIE,1.521349,0.040775,37.3113
13,JSWSTEEL,2.423701,0.065697,36.8922
14,IL&FSENGG,1.528107,0.042121,36.2788
15,THERMAX,1.499238,0.042668,35.1371
16,SOBHA,1.842675,0.052808,34.8942
17,JPPOWER,2.279245,0.068783,33.1367
18,JPASSOCIAT,1.753691,0.053824,32.582
19,ABAN,2.276818,0.070208,32.4295
20,CENTRALBK,1.549206,0.047919,32.3294
