Rank,Symbol,Momentum,Volatility,Score
1,WELSPUNIND,0.363556,0.029054,12.5131
2,VAKRANGEE,0.207813,0.018098,11.4829
3,NATIONALUM,0.393996,0.040119,9.8207
4,BEL,0.163772,0.017843,9.1787
5,POWERGRID,0.138147,0.015164,9.1103
6,ADANIENT,0.00075,8.6e-05,8.7153
7,HCLTECH,0.12337,0.014519,8.4972
8,VEDL,0.25641,0.030654,8.3646
9,SAIL,0.178674,0.021386,8.3545
10,ADANIPOWER,0.270567,0.032822,8.2434
11,HINDALCO,0.214166,0.027232,7.8646
12,JSWSTEEL,0.170389,0.021684,7.8577
13,CESC,0.109476,0.014596,7.5005
14,HINDZINC,0.166634,0.023144,7.1998
15,NTPC,0.113957,0.01629,6.9956
16,TORNTPOWER,0.122331,0.01764,6.9351
17,SUZLON,0.155116,0.022747,6.8193
18,IGL,0.093602,0.014744,6.3486
19,HINDPETRO,0.144441,0.023355,6.1846
20,TATASTEEL,0.138981,0.022692,6.1247
