Rank,Symbol,Momentum,Volatility,Score
1,AUROPHARMA,0.987892,0.021899,45.1121
2,TATACOMM,1.584674,0.035743,44.3356
3,ADANIGREEN,1.341073,0.030677,43.716
4,JUBLPHARMA,1.560369,0.037851,41.2239
5,SYNGENE,0.666393,0.019502,34.1699
6,M&M,0.94136,0.028735,32.7598
7,BAYERCROP,0.86206,0.027238,31.6487
8,IDEA,2.295082,0.073044,31.4207
9,IDBI,1.518135,0.050972,29.7836
10,CIPLA,0.561813,0.01949,28.8257
11,JINDALSTEL,1.193594,0.042588,28.0265
12,ESCORTS,0.738059,0.027621,26.7209
13,ATGL,0.841011,0.032016,26.2682
14,LUPIN,0.545635,0.021098,25.8619
15,BALKRISIND,0.591682,0.023147,25.5621
16,RELIANCE,0.629284,0.025254,24.9182
17,ISEC,0.752935,0.030629,24.5828
18,GLENMARK,1.135148,0.046642,24.3377
19,MUTHOOTFIN,0.834491,0.036203,23.0507
20,CESC,0.617958,0.027385,22.5658
