Rank,Symbol,Momentum,Volatility,Score
1,RAJESHEXPO,0.235857,0.00926,25.4692
2,EIHOTEL,0.383981,0.017844,21.5189
3,PEL,0.474834,0.02433,19.516
4,MOTHERSON,0.294416,0.015287,19.2597
5,KOTAKBANK,0.205559,0.010716,19.1828
6,MOTILALOFS,0.526507,0.027961,18.83
7,HDFCBANK,0.166762,0.009174,18.1784
8,QUESS,0.306304,0.017324,17.6804
9,LICHSGFIN,0.246486,0.014183,17.3791
10,HINDUNILVR,0.201397,0.011644,17.2955
11,VOLTAS,0.359237,0.021064,17.0542
12,TVSMOTOR,0.22685,0.014353,15.8049
13,MARUTI,0.187062,0.012583,14.8663
14,LT,0.219497,0.014886,14.7451
15,IIFL,0.335221,0.02322,14.4367
16,FEDERALBNK,0.35114,0.025006,14.0425
17,MRF,0.27149,0.019431,13.972
18,VAKRANGEE,0.117124,0.0085,13.7794
19,RECLTD,0.3484,0.025386,13.7241
20,DHFL,0.236339,0.017314,13.65
