Rank,Symbol,Momentum,Volatility,Score
1,TATACHEM,0.706235,0.024517,28.8058
2,ADANIENSOL,1.016472,0.035433,28.6869
3,ADANIPORTS,0.614044,0.023209,26.4577
4,ADANIENT,0.025821,0.001079,23.9352
5,IDFCFIRSTB,0.715084,0.031856,22.4472
6,BAJAJHLDNG,0.214899,0.009661,22.2447
7,TMPV,0.864187,0.04249,20.3385
8,GRASIM,0.403579,0.019947,20.2329
9,SBIN,0.611734,0.030895,19.8005
10,SCHAEFFLER,0.327487,0.016608,19.7188
11,DLF,0.655733,0.033615,19.5072
12,SUNDRMFAST,0.423839,0.021731,19.504
13,SFL,0.335954,0.017511,19.185
14,SOLARINDS,0.250866,0.013414,18.702
15,HONAUT,0.378857,0.020612,18.3803
16,ABB,0.374251,0.020388,18.3566
17,CUMMINSIND,0.501921,0.027389,18.3259
18,GAIL,0.434063,0.023839,18.208
19,MOTHERSON,0.53317,0.030203,17.6528
20,BANKINDIA,0.871221,0.050732,17.173
