Rank,Symbol,Momentum,Volatility,Score
1,HEROMOTOCO,0.37945,0.015417,24.6128
2,BAJAJ-AUTO,0.663736,0.029722,22.3314
3,SHREECEM,0.422234,0.022056,19.1441
4,MARUTI,0.506272,0.026718,18.9487
5,OFSS,0.726368,0.041883,17.3427
6,RECLTD,0.352817,0.022101,15.9637
7,ULTRACEMCO,0.466741,0.029318,15.92
8,MATRIXLABS,0.625287,0.042836,14.5973
9,MPHASIS,0.330233,0.024869,13.2789
10,ASHOKLEY,0.319298,0.025083,12.7298
11,M&M,0.454271,0.036519,12.4393
12,BAJAJHLDNG,0.422878,0.034166,12.3771
13,GUJENERGY,0.282353,0.024092,11.7196
14,ACC,0.272081,0.023325,11.665
15,GRASIM,0.344926,0.029639,11.6375
16,HINDZINC,0.375114,0.032362,11.5911
17,GSKCONS,0.204201,0.017733,11.5154
18,NATIONALUM,0.332963,0.028984,11.4877
19,GMRAIRPORT,0.464996,0.040503,11.4806
20,JINDALSTEL,0.434422,0.038122,11.3955
