Rank,Symbol,Momentum,Volatility,Score
1,CIPLA,0.469584,0.017842,26.3195
2,OFSS,0.358273,0.013649,26.2498
3,DRREDDY,0.308832,0.011906,25.9386
4,LUPIN,0.38808,0.015084,25.7276
5,BOSCHLTD,0.235896,0.01062,22.2114
6,SUNDARMFIN,0.383811,0.01739,22.0711
7,EICHERMOT,0.61177,0.028188,21.7033
8,MARUTI,0.276568,0.012868,21.4918
9,BHARATFORG,0.455191,0.021389,21.2813
10,KANSAINER,0.394411,0.018592,21.2139
11,BRITANNIA,0.459873,0.021941,20.9593
12,TECHM,0.242511,0.011685,20.754
13,MINDTREE,0.354207,0.017798,19.9011
14,CYIENT,0.394188,0.020465,19.2616
15,3MINDIA,0.430416,0.022946,18.7574
16,MARICO,0.227398,0.012213,18.6187
17,GFLLIMITED,0.462717,0.024979,18.5244
18,EMAMILTD,0.359553,0.019682,18.2679
19,RANBAXY,0.297373,0.016448,18.079
20,SUNPHARMA,0.28568,0.01582,18.0586
