Rank,Symbol,Momentum,Volatility,Score
1,GLAXO,0.251488,0.012463,20.179
2,BRITANNIA,0.226112,0.011892,19.0137
3,DHANI,0.699425,0.037748,18.5286
4,KOTAKBANK,0.200885,0.011284,17.8029
5,DABUR,0.161917,0.009642,16.7932
6,TCS,0.249345,0.015822,15.7596
7,HINDUNILVR,0.187346,0.012866,14.5612
8,DHFL,0.179993,0.01267,14.2059
9,JUBLFOOD,0.187359,0.017458,10.7323
10,MINDTREE,0.224518,0.021291,10.5453
11,BAJFINANCE,0.201044,0.019071,10.5418
12,GODREJCP,0.128845,0.01251,10.2996
13,M&M,0.158921,0.015629,10.1686
14,INFY,0.139122,0.013697,10.1572
15,PFIZER,0.181793,0.018093,10.0475
16,HDFCBANK,0.104537,0.010871,9.6157
17,MAHINDCIE,0.153777,0.017066,9.0107
18,VBL,0.168282,0.019577,8.596
19,MPHASIS,0.246637,0.029127,8.4677
20,LUPIN,0.14885,0.017869,8.33
