Rank,Symbol,Momentum,Volatility,Score
1,ACC,0.1937,0.013886,13.9497
2,IGL,0.124183,0.014596,8.5079
3,AMBUJACEM,0.185322,0.022184,8.3539
4,IDEA,0.171756,0.021531,7.9771
5,M&M,0.147153,0.020901,7.0403
6,SUNTECK,0.14259,0.021347,6.6796
7,ULTRACEMCO,0.109685,0.016828,6.5179
8,CRISIL,0.095447,0.017482,5.4598
9,BAJAJ-AUTO,0.089561,0.019793,4.5248
10,GRASIM,0.066218,0.016381,4.0424
11,PETRONET,0.08921,0.024277,3.6746
12,CHAMBLFERT,0.100866,0.033188,3.0393
13,HEROMOTOCO,0.05391,0.018336,2.9401
14,RNAVAL,0.097113,0.033449,2.9033
15,GSPL,0.058282,0.020702,2.8153
16,OIL,0.033813,0.012885,2.6242
17,GUJENERGY,0.04644,0.021614,2.1486
18,ASIANPAINT,0.025285,0.012902,1.9598
19,GMDCLTD,0.043341,0.0255,1.6996
20,SHREECEM,0.029365,0.018565,1.5818
