Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,1.383442,0.022909,60.3895
2,IDEA,1.7125,0.074075,23.1186
3,CIPLA,0.508741,0.032622,15.5949
4,AUROPHARMA,0.690961,0.046174,14.9642
5,ZYDUSLIFE,0.441062,0.033684,13.094
6,GLENMARK,0.509494,0.040542,12.567
7,LUPIN,0.425708,0.034866,12.2099
8,DRREDDY,0.343405,0.028348,12.1139
9,BIOCON,0.295515,0.026633,11.096
10,RELIANCE,0.411111,0.037857,10.8596
11,SYNGENE,0.266725,0.025362,10.5167
12,MARICO,0.262169,0.028019,9.3568
13,APLLTD,0.37115,0.039806,9.3239
14,SUNPHARMA,0.268972,0.029829,9.0171
15,BAYERCROP,0.272679,0.032784,8.3175
16,STRTECH,0.26347,0.034537,7.6286
17,JUBLPHARMA,0.312336,0.042217,7.3983
18,IOB,0.278788,0.03798,7.3403
19,NIACL,0.312564,0.043851,7.128
20,GMRAIRPORT,0.13941,0.021084,6.6121
