Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.923777,0.028524,32.3854
2,PIDILITIND,0.298481,0.012549,23.7847
3,ADANIENT,0.058531,0.002501,23.4042
4,SKFINDIA,0.406475,0.018021,22.5559
5,TVSMOTOR,0.393029,0.017798,22.0827
6,ABB,0.44014,0.020772,21.1891
7,GRASIM,0.270069,0.012877,20.973
8,OBEROIRLTY,0.35611,0.017288,20.5981
9,JKCEMENT,0.289792,0.014395,20.1309
10,HONAUT,0.368465,0.018359,20.0696
11,FEDERALBNK,0.307819,0.017644,17.4459
12,INDHOTEL,0.288306,0.016542,17.4288
13,SCHAEFFLER,0.379363,0.021965,17.2714
14,TORNTPOWER,0.269955,0.015713,17.1807
15,BEL,0.313887,0.018463,17.0011
16,VBL,0.421731,0.025522,16.5245
17,RECLTD,0.23929,0.014607,16.3816
18,PIIND,0.277498,0.017222,16.1131
19,BAJAJFINSV,0.390687,0.024331,16.0571
20,TATACOMM,0.334448,0.021008,15.92
