Rank,Symbol,Momentum,Volatility,Score
1,ULTRACEMCO,0.280444,0.011317,24.7797
2,GRASIM,0.237676,0.011493,20.6793
3,M&MFIN,0.337606,0.018269,18.48
4,TECHM,0.336978,0.018366,18.3476
5,MOTHERSON,0.360925,0.019703,18.3183
6,SUNDARMFIN,0.271096,0.015841,17.1137
7,SHREECEM,0.257299,0.015059,17.0863
8,UNITDSPR,0.634104,0.039065,16.2321
9,EIDPARRY,0.307692,0.019313,15.9318
10,ZEEL,0.31634,0.020831,15.1858
11,CIPLA,0.210317,0.014024,14.9973
12,IPCALAB,0.315361,0.021081,14.9593
13,63MOONS,0.270714,0.018362,14.7431
14,M&M,0.204485,0.014099,14.5036
15,HINDUNILVR,0.236774,0.01637,14.464
16,HCLTECH,0.191724,0.013663,14.032
17,PIDILITIND,0.245243,0.017625,13.9146
18,APOLLOHOSP,0.156309,0.012538,12.4665
19,EICHERMOT,0.188981,0.01529,12.3594
20,WOCKPHARMA,0.385957,0.03151,12.2489
