Rank,Symbol,Momentum,Volatility,Score
1,ESSAROIL,4.958654,0.09628,51.5025
2,RNRL,2.566148,0.062238,41.231
3,GODREJIND,1.429069,0.037571,38.0365
4,JAICORPLTD,1.415536,0.037297,37.9527
5,JINDALSTEL,2.481056,0.070454,35.2152
6,NLCINDIA,1.686234,0.058384,28.8818
7,LITL,1.28301,0.045785,28.0224
8,MRPL,1.85641,0.069466,26.7242
9,JPPOWER,1.210084,0.045582,26.5472
10,EIHOTEL,0.616157,0.02571,23.9658
11,JPASSOCIAT,1.08546,0.047451,22.8754
12,TATACHEM,0.497868,0.023289,21.3779
13,PUNJLLOYD,0.883049,0.041782,21.1349
14,RELINFRA,1.084982,0.052585,20.6329
15,JSWSTEEL,0.804509,0.039071,20.5907
16,GOLDTECH,0.569063,0.027942,20.3661
17,IOC,0.721339,0.036573,19.7232
18,GAIL,0.666667,0.034034,19.588
19,VEDL,0.872749,0.045804,19.0538
20,UNITECH,0.729403,0.038545,18.9235
