Rank,Symbol,Momentum,Volatility,Score
1,VEDL,0.44832,0.023377,19.178
2,ZYDUSLIFE,0.277761,0.014732,18.8543
3,HDFCBANK,0.209394,0.011547,18.1347
4,WELSPUNIND,0.446029,0.02521,17.6929
5,GVPIL,0.201997,0.011544,17.4982
6,ULTRACEMCO,0.247225,0.014443,17.117
7,UNIONBANK,0.243288,0.015617,15.5785
8,JISLJALEQS,0.406704,0.026729,15.2161
9,PEL,0.264734,0.017741,14.9222
10,HEROMOTOCO,0.272392,0.018344,14.8492
11,PNB,0.179146,0.012706,14.0996
12,JSWSTEEL,0.267458,0.01899,14.0844
13,DIVISLAB,0.236111,0.017184,13.7404
14,SIEMENS,0.190476,0.013937,13.6668
15,ORIENTBANK,0.301195,0.022134,13.608
16,SINTEX,0.242983,0.018961,12.8148
17,APOLLOTYRE,0.491835,0.038392,12.8108
18,INDIACEM,0.225893,0.017648,12.7997
19,SUNPHARMA,0.203304,0.016113,12.6176
20,LT,0.141784,0.011244,12.61
