Rank,Symbol,Momentum,Volatility,Score
1,PEL,0.460346,0.026229,17.551
2,TVSMOTOR,0.236069,0.015314,15.4155
3,HDFCBANK,0.144909,0.009772,14.8292
4,EIHOTEL,0.254842,0.017286,14.7423
5,LTM,0.152794,0.010708,14.2697
6,MOTILALOFS,0.412276,0.03016,13.6694
7,MARUTI,0.182542,0.013393,13.6299
8,RAJESHEXPO,0.117279,0.009068,12.9329
9,IIFL,0.311697,0.024231,12.8635
10,MOTHERSON,0.203039,0.016233,12.5082
11,HINDUNILVR,0.152641,0.01252,12.1919
12,QUESS,0.232609,0.01909,12.1847
13,MRPL,0.340818,0.028112,12.1234
14,KAJARIACER,0.221508,0.018806,11.7789
15,VOLTAS,0.274121,0.023301,11.7644
16,UPL,0.15987,0.014388,11.1117
17,CONCOR,0.214426,0.019501,10.9956
18,DLF,0.301577,0.027501,10.9658
19,CUB,0.20547,0.018752,10.9574
20,GODREJIND,0.179452,0.016421,10.9285
