Rank,Symbol,Momentum,Volatility,Score
1,SHREECEM,0.412318,0.022147,18.6169
2,HEROMOTOCO,0.272589,0.016148,16.8803
3,MARUTI,0.429369,0.026242,16.3621
4,MATRIXLABS,0.702589,0.046473,15.1181
5,BAJAJ-AUTO,0.378062,0.025263,14.9649
6,ASHOKLEY,0.367273,0.025068,14.6512
7,GRASIM,0.361837,0.027284,13.2617
8,BAJAJHLDNG,0.469535,0.035749,13.1343
9,JAICORPLTD,0.356551,0.027777,12.8362
10,LITL,0.487228,0.039391,12.369
11,MPHASIS,0.335112,0.027263,12.2919
12,GEODESIC,0.55886,0.045504,12.2814
13,RECLTD,0.263816,0.021912,12.0398
14,M&M,0.416605,0.035336,11.7899
15,HINDZINC,0.289673,0.024611,11.77
16,ONGC,0.301215,0.025623,11.7558
17,GSPL,0.377532,0.032284,11.694
18,JINDALSTEL,0.410449,0.035429,11.585
19,BIOCON,0.331162,0.029059,11.3963
20,ULTRACEMCO,0.353453,0.031063,11.3786
