Rank,Symbol,Momentum,Volatility,Score
1,LUPIN,0.250361,0.022662,11.0474
2,MINDTREE,0.209897,0.023526,8.9217
3,3MINDIA,0.300683,0.035604,8.4453
4,PFIZER,0.191466,0.030123,6.3562
5,TORNTPOWER,0.237586,0.03979,5.971
6,ZFCVINDIA,0.165447,0.028964,5.7122
7,DIVISLAB,0.148771,0.026681,5.576
8,IDBI,0.275806,0.050326,5.4804
9,GODREJPROP,0.193056,0.035602,5.4227
10,CMC,0.058862,0.012564,4.6851
11,HONAUT,0.069328,0.015474,4.4804
12,TECHM,0.093544,0.021346,4.3824
13,EXIDEIND,0.084115,0.020325,4.1386
14,IPCALAB,0.10043,0.0256,3.923
15,CYIENT,0.066517,0.017568,3.7863
16,DRREDDY,0.071109,0.018815,3.7795
17,TCS,0.045573,0.012409,3.6725
18,ZYDUSLIFE,0.087866,0.024254,3.6228
19,RAJESHEXPO,0.198781,0.056447,3.5216
20,SUNTV,0.154568,0.044191,3.4977
