Rank,Symbol,Momentum,Volatility,Score
1,ZFCVINDIA,0.155008,0.008826,17.5631
2,PERSISTENT,0.259904,0.02156,12.055
3,CGPOWER,0.249366,0.021569,11.5611
4,ITC,0.153256,0.014093,10.8745
5,OIL,0.284413,0.026977,10.5428
6,POLYCAB,0.151984,0.014555,10.4422
7,APLAPOLLO,0.212997,0.021198,10.0479
8,CRISIL,0.129008,0.01397,9.2345
9,KPRMILL,0.16479,0.018557,8.8801
10,SUPREMEIND,0.160354,0.0195,8.2234
11,MPHASIS,0.124375,0.015301,8.1288
12,SIEMENS,0.116705,0.014419,8.0941
13,OFSS,0.074495,0.009319,7.9935
14,MOTHERSON,0.155072,0.019513,7.9473
15,M&MFIN,0.150977,0.019751,7.6441
16,M&M,0.087159,0.012427,7.0134
17,ONGC,0.100879,0.01461,6.9049
18,ABB,0.118935,0.017586,6.7631
19,CUMMINSIND,0.116229,0.01785,6.5116
20,TECHM,0.111581,0.017556,6.3557
